target_id,star_id,planet_mass,planet_radius,clusterid,period,ecc,star_mass,star_radius,npl,radius,mass
2101.0,6991.0,2.3342790751825125e-05,0.03104038143727797,1.0,30.23209882614576,0.013925520742051268,1.041,1.1592844,6,3.31374354628495,7.848253682540252
2101.0,6991.0,4.7302084530347174e-06,0.0059039484702618555,4.0,47.579819936013074,0.010216965952366453,1.041,1.1592844,6,0.625362103146184,0.20040105716719475
2101.0,6991.0,1.3287223044542659e-05,0.04321981357864853,1.0,80.79546473143799,0.02509243423336806,1.041,1.1592844,6,4.610391323747915,22.079934048673227
2101.0,6991.0,6.583692597097481e-06,0.04046071654488306,1.0,150.75885377019472,0.02304013318966739,1.041,1.1592844,6,4.599725399753649,20.76932060456763
2145.0,76969.0,1.7805963689725614e-05,0.02138985051268401,2.0,3.6776365379316904,0.017432385149909226,1.067,1.1215656,7,2.3294249006817718,7.040066320994807
2145.0,76969.0,1.1126164588182643e-05,0.014650861649442562,2.0,5.567754480126487,0.05442873710989894,1.067,1.1215656,7,1.5366947558011308,3.8558931643947982
2145.0,76969.0,7.174085402482272e-06,0.012973713421581145,1.0,24.656227829855894,0.011199411632459534,1.067,1.1215656,7,1.4946012121732286,2.907030906305307
2145.0,76969.0,1.1328553239507988e-05,0.010522081335859183,1.0,41.27736851325823,0.021411741783592,1.067,1.1215656,7,1.1525010879222943,1.4443481136748142
2145.0,76969.0,4.322330500565396e-06,0.014717203639883616,1.0,57.63583888771811,0.032869895684357005,1.067,1.1215656,7,1.4524037282096416,2.989926853998541
2145.0,76969.0,1.0895348292006121e-05,0.00871952204170281,1.0,278.78561879095855,0.030100022943940596,1.067,1.1215656,7,0.9370169756677023,0.6985863668356811
2175.0,15470.0,8.716499389232877e-06,0.02025027691539182,1.0,5.357162515705521,0.012738008108908726,1.115,1.0576168,7,2.0876969179564373,8.460543916458754
2175.0,15470.0,6.2786768340910714e-06,0.01895790924822888,1.0,7.31346355676979,0.03785255174414966,1.115,1.0576168,7,2.0995759499752475,7.779970148626049
2175.0,15470.0,2.8561072693194996e-05,0.018684287622426687,1.0,13.10713028935457,0.026751315227120088,1.115,1.0576168,7,2.36881498545972,6.342623519406883
2175.0,15470.0,2.793854575706148e-05,0.012580352294262602,1.0,33.542327685250626,0.0237096388838572,1.115,1.0576168,7,1.4763733053439834,3.1355918443196584
2175.0,15470.0,1.0640346611358803e-05,0.019221039115354614,1.0,63.0373272088655,0.020203318516400805,1.115,1.0576168,7,2.0198637134178665,6.00086349632494
2175.0,15470.0,3.4462066971077484e-05,0.01207031446458198,1.0,260.56111757733885,0.020098519200608247,1.115,1.0576168,7,1.2665490698831783,2.005128337345321
2195.0,17092.0,1.6199297495041143e-05,0.013159068478375724,1.0,18.836753628356885,0.01565792241749008,1.023,1.0671319,4,1.3299285406860313,2.2402540909300335
2195.0,17092.0,1.1183690182902727e-05,0.01611130068576318,1.0,69.09768799948814,0.028497677036644607,1.023,1.0671319,4,1.7898304931164861,5.452489187598953
2195.0,17092.0,2.4199910725664502e-06,0.01060598160147397,1.0,234.17355011781845,0.045706390713201234,1.023,1.0671319,4,1.223629376903081,1.8305203410284254
2258.0,15222.0,1.9280445106742437e-05,0.03530325755664018,1.0,51.11804683589882,0.016423355988253285,0.993,1.354216,5,4.000955352002178,15.309581435027647
2258.0,15222.0,1.4022438130675595e-05,0.014408657453952946,1.0,80.2205403750722,0.0194261584979952,0.993,1.354216,5,1.6655300571638292,4.515237202935256
2258.0,15222.0,7.06361911670443e-06,0.01704809701358201,1.0,125.24024043950031,0.031243273127602212,0.993,1.354216,5,1.846269117665329,6.820007667794536
2258.0,15222.0,1.602999270760204e-05,0.0237789322894435,1.0,264.9760770942476,0.011911113699848756,0.993,1.354216,5,2.74277265981092,5.734996473168295
2318.0,21187.0,3.2889546582140066e-05,0.02938411856139692,1.0,131.4216044915179,0.00944657373158986,0.831,0.977303,2,3.226587386970803,9.559961878077818
2346.0,29026.0,7.13965832208254e-06,0.013314723154589926,1.0,21.736994363056713,0.015594885000433052,0.989,1.0876434,5,1.537272292774749,3.232219050093775
2346.0,29026.0,2.8305558131804635e-06,0.006777399399562731,1.0,51.63060051822899,0.018389070730138395,0.989,1.0876434,5,0.7616257856193847,0.3743306607490271
2346.0,29026.0,3.538849617533678e-05,0.011915169763681531,1.0,75.85615606125657,0.012835308784895354,0.989,1.0876434,5,1.3351710040371392,2.289334654681153
2346.0,29026.0,1.0401912952123484e-05,0.01130037933475441,1.0,231.15825525301454,0.021337532474536198,0.989,1.0876434,5,1.289293107367704,1.9956043706268083
2468.0,42631.0,4.875147475193657e-06,0.010804609652949056,1.0,15.943316062773219,0.038101510056907546,1.099,1.024056,5,1.166777082495223,1.4253912418628043
2468.0,42631.0,8.28345024766888e-06,0.012760797973998265,1.0,24.1352804166177,0.0592529186473411,1.099,1.024056,5,1.4706426461066202,2.9088234208996235
2468.0,42631.0,5.356848604249855e-06,0.011936403802745731,1.0,35.64860358787886,0.044696300351083615,1.099,1.024056,5,1.227301337323466,1.7814933330995752
2468.0,42631.0,1.1805315580033254e-05,0.01651595501560735,1.0,61.46242633119694,0.03623764906182134,1.099,1.024056,5,1.8249484896387338,6.782861314033773
2813.0,43732.0,7.744643760063681e-06,0.006662683727791666,1.0,12.97950466906295,0.004073100813830992,0.62,0.64543754,7,0.7950224800127478,0.4141876633406177
2813.0,43732.0,3.6489844035549713e-06,0.007067199502676947,1.0,18.708702550191735,0.010757902873129603,0.62,0.64543754,7,0.7626740836011253,0.3667032990360761
2813.0,43732.0,3.0464626184035685e-07,0.005004715732743443,2.0,28.705578124891673,0.011787665967452603,0.62,0.64543754,7,0.5112346646921058,0.1180190483788554
2813.0,43732.0,4.913629057812621e-06,0.010163255731658428,1.0,50.96160291013865,0.024344624708705218,0.62,0.64543754,7,1.1594161030296408,1.4324600711558566
2813.0,43732.0,8.542809839733663e-06,0.011912749082070021,1.0,89.81632507317309,0.0338041973430381,0.62,0.64543754,7,1.206763893173249,1.631178854186849
2851.0,46638.0,2.553692926913618e-05,0.016018531087357013,1.0,14.591781941056736,0.018305882697983788,0.735,1.5490482,6,1.7058198867173704,5.1147439508504355
2851.0,46638.0,9.90804428160566e-06,0.02315607354721211,1.0,41.59043129082242,0.00998955367554137,0.735,1.5490482,6,2.6162101934280764,6.073113638153375
2851.0,46638.0,5.1210076656503735e-05,0.01558169627509537,1.0,64.73080681461572,0.014789632352693972,0.735,1.5490482,6,1.5201110564714049,3.3758090688347817
